date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:45:19	1338/1338	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2029%20Jun%202022%2002:11:40%20GMT	https://www.cspira.com.br/feeds/5105820842456599388/comments/default	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/feeds/5105820842456599388/comments/default	(from https://www.cspira.com.br/2021/10/plugin-anti-wallhack-v45.html)
02:45:19	117534/117534	---M--	200	added ('OK')	image/jpeg	etag:%22vbb7%22	https://1.bp.blogspot.com/-t7wnahEYxlo/YWtyp9c3E5I/AAAAAAAAC7Y/1VrcsGB_Pjo2SHB5tiqtnpOK1Ccd-_BdACLcBGAsYHQ/s1275/anti+xiter+cs1.6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-t7wnahEYxlo/YWtyp9c3E5I/AAAAAAAAC7Y/1VrcsGB_Pjo2SHB5tiqtnpOK1Ccd-_BdACLcBGAsYHQ/s1275/anti%20xiter%20cs1.6.jpg	(from https://www.cspira.com.br/2021/10/plugin-anti-wallhack-v45.html)
02:45:20	26715/26715	---M--	200	added ('OK')	image/jpeg	etag:%22vbb7%22	https://1.bp.blogspot.com/-t7wnahEYxlo/YWtyp9c3E5I/AAAAAAAAC7Y/1VrcsGB_Pjo2SHB5tiqtnpOK1Ccd-_BdACLcBGAsYHQ/w640-h178/anti+xiter+cs1.6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-t7wnahEYxlo/YWtyp9c3E5I/AAAAAAAAC7Y/1VrcsGB_Pjo2SHB5tiqtnpOK1Ccd-_BdACLcBGAsYHQ/w640-h178/anti%20xiter%20cs1.6.jpg	(from https://www.cspira.com.br/2021/10/plugin-anti-wallhack-v45.html)
02:45:20	1338/1338	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2029%20Jun%202022%2002:11:40%20GMT	https://www.cspira.com.br/feeds/2956581058516440335/comments/default	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/feeds/2956581058516440335/comments/default	(from https://www.cspira.com.br/2021/10/plugin-gorro-de-natal-neve.html)
02:45:22	217251/217251	---M--	200	added ('OK')	image/png	etag:%22v7eb%22	https://1.bp.blogspot.com/-guyZwFsY69U/X-CIM6o4vyI/AAAAAAAAB-o/x4isYXEBd2EJyVDuvMTfb6frZMCCldjvACLcBGAsYHQ/s456/SantaHat.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-guyZwFsY69U/X-CIM6o4vyI/AAAAAAAAB-o/x4isYXEBd2EJyVDuvMTfb6frZMCCldjvACLcBGAsYHQ/s456/SantaHat.png	(from https://www.cspira.com.br/2021/10/plugin-gorro-de-natal-neve.html)
02:45:22	217251/217251	---M--	200	added ('OK')	image/png	etag:%22v7eb%22	https://1.bp.blogspot.com/-guyZwFsY69U/X-CIM6o4vyI/AAAAAAAAB-o/x4isYXEBd2EJyVDuvMTfb6frZMCCldjvACLcBGAsYHQ/w640-h534/SantaHat.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-guyZwFsY69U/X-CIM6o4vyI/AAAAAAAAB-o/x4isYXEBd2EJyVDuvMTfb6frZMCCldjvACLcBGAsYHQ/w640-h534/SantaHat.png	(from https://www.cspira.com.br/2021/10/plugin-gorro-de-natal-neve.html)
02:45:23	1338/1338	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2029%20Jun%202022%2002:11:40%20GMT	https://www.cspira.com.br/feeds/7064243251463125170/comments/default	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/feeds/7064243251463125170/comments/default	(from https://www.cspira.com.br/2021/10/plugin-reset-score-02.html)
02:45:23	47246/47246	---M--	200	added ('OK')	image/jpeg	etag:%22vbaf%22	https://1.bp.blogspot.com/-JILOVnkkfD8/YWnHRoQNfwI/AAAAAAAAC64/Zzh45SRBrPgnLEXbu1MaTU9rmp2WT1RHACLcBGAsYHQ/w640-h261/CS1.6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-JILOVnkkfD8/YWnHRoQNfwI/AAAAAAAAC64/Zzh45SRBrPgnLEXbu1MaTU9rmp2WT1RHACLcBGAsYHQ/w640-h261/CS1.6.jpg	(from https://www.cspira.com.br/2021/10/plugin-reset-score-02.html)
02:45:24	68475/68475	---M--	200	added ('OK')	image/jpeg	etag:%22vbac%22	https://1.bp.blogspot.com/-vnWX29vhtg8/YWnByqLFDcI/AAAAAAAAC6o/_6Nbfz7SEhwBAA4E5XpFYTQJxGFdsSg8wCLcBGAsYHQ/w640-h346/plugin+reset+score+cs1%252B6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-vnWX29vhtg8/YWnByqLFDcI/AAAAAAAAC6o/_6Nbfz7SEhwBAA4E5XpFYTQJxGFdsSg8wCLcBGAsYHQ/w640-h346/plugin%20reset%20score%20cs1+6.jpg	(from https://www.cspira.com.br/2021/10/plugin-reset-score-02.html)
02:45:25	48341/48341	---M--	200	added ('OK')	image/jpeg	etag:%22vbad%22	https://1.bp.blogspot.com/-n6Sp3V2MSsk/YWnBypG6WXI/AAAAAAAAC6s/KIW-3rMk1q8V-eH-mV5JbYAgTIKyTfSrwCLcBGAsYHQ/w640-h278/plugin+reset+score+cs16.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-n6Sp3V2MSsk/YWnBypG6WXI/AAAAAAAAC6s/KIW-3rMk1q8V-eH-mV5JbYAgTIKyTfSrwCLcBGAsYHQ/w640-h278/plugin%20reset%20score%20cs16.jpg	(from https://www.cspira.com.br/2021/10/plugin-reset-score-02.html)
02:45:26	184693/184693	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/search?updated-max=2021-10-15T11:18:00-07:00&max-results=16	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/search1c7b.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:26	76625/76625	---M--	200	added ('OK')	image/jpeg	etag:%22vb9e%22	https://1.bp.blogspot.com/-pv3ELiIDN98/YWL2srWRAOI/AAAAAAAAC50/5E50jPnaRyUsvyl7kqFsS2yMbDi-qDCWgCLcBGAsYHQ/w680/plugin+cs1.6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-pv3ELiIDN98/YWL2srWRAOI/AAAAAAAAC50/5E50jPnaRyUsvyl7kqFsS2yMbDi-qDCWgCLcBGAsYHQ/w680/plugin%20cs1.6.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:27	178016/178016	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/plugin-bot-spect-v11.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/plugin-bot-spect-v11.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:28	177657/177657	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/pacote-de-granadas-para-cs16.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/pacote-de-granadas-para-cs16.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:28	35442/35442	---M--	200	added ('OK')	image/jpeg	etag:%22vb8f%22	https://1.bp.blogspot.com/-nq4v7fmULxY/YVuq5ogFs5I/AAAAAAAAC44/TjmAhYDwSiIW6veTnOg4FBhw7RuXucLhACLcBGAsYHQ/w680/cs1.6.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-nq4v7fmULxY/YVuq5ogFs5I/AAAAAAAAC44/TjmAhYDwSiIW6veTnOg4FBhw7RuXucLhACLcBGAsYHQ/w680/cs1.6.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:29	177174/177174	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/skin-girls-alerquina.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/skin-girls-alerquina.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:29	21510/21510	---M--	200	added ('OK')	image/jpeg	etag:%22vb89%22	https://1.bp.blogspot.com/-ZAF4lQc1j6M/YVtWYVhsBTI/AAAAAAAAC4g/msTQ10lStTAPHkD5kEOleOBQ0If2bEECQCLcBGAsYHQ/w680/alerquina.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-ZAF4lQc1j6M/YVtWYVhsBTI/AAAAAAAAC4g/msTQ10lStTAPHkD5kEOleOBQ0If2bEECQCLcBGAsYHQ/w680/alerquina.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:30	177604/177604	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/10/skins-adms-esqueletos.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/10/skins-adms-esqueletos.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:30	40295/40295	---M--	200	added ('OK')	image/png	etag:%22vb86%22	https://1.bp.blogspot.com/-ChEO5AkmYIQ/YVtT420W9JI/AAAAAAAAC4Q/tJBHNK6cWcEyhbYdlP8QIXUWTavD3jo4gCLcBGAsYHQ/w680/ct.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-ChEO5AkmYIQ/YVtT420W9JI/AAAAAAAAC4Q/tJBHNK6cWcEyhbYdlP8QIXUWTavD3jo4gCLcBGAsYHQ/w680/ct.png	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:31	188857/188857	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/09/counter-strike-16-classic.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/09/counter-strike-16-classic.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:32	91554/91554	---M--	200	added ('OK')	image/jpeg	etag:%22vb4b%22	https://1.bp.blogspot.com/-3LtB2HCzPqg/YUGasXGABBI/AAAAAAAAC0k/kl9nfdncGukPgJE4GWSkZ8eOWzw9DuMywCLcBGAsYHQ/w680/master.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-3LtB2HCzPqg/YUGasXGABBI/AAAAAAAAC0k/kl9nfdncGukPgJE4GWSkZ8eOWzw9DuMywCLcBGAsYHQ/w680/master.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:33	179077/179077	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/08/jeds-half-life-model-viewer.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/08/jeds-half-life-model-viewer.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:33	49561/49561	---M--	200	added ('OK')	image/jpeg	etag:%22vb3a%22	https://1.bp.blogspot.com/-wz9Y1L8DF6Q/YSc4xbuFRkI/AAAAAAAACzk/6JtMId5qDgMXq54Hhpoxe63XEARrhhsNQCLcBGAsYHQ/w680/get_image_large.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-wz9Y1L8DF6Q/YSc4xbuFRkI/AAAAAAAACzk/6JtMId5qDgMXq54Hhpoxe63XEARrhhsNQCLcBGAsYHQ/w680/get_image_large.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:34	177813/177813	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/08/modelo-skin-vip-ct-e-tr.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/08/modelo-skin-vip-ct-e-tr.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:34	27682/27682	---M--	200	added ('OK')	image/jpeg	etag:%22vb37%22	https://1.bp.blogspot.com/-kHc96VlsDQ4/YScznsr6ZNI/AAAAAAAACzU/5VzxCmMwPiUWphJwM48BgmGr1RPW1-UNACLcBGAsYHQ/w680/vipterror.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-kHc96VlsDQ4/YScznsr6ZNI/AAAAAAAACzU/5VzxCmMwPiUWphJwM48BgmGr1RPW1-UNACLcBGAsYHQ/w680/vipterror.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:35	179387/179387	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/05/aguard-anti-cheat.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/05/aguard-anti-cheat.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:35	49168/49168	---M--	200	added ('OK')	image/png	etag:%22vac3%22	https://1.bp.blogspot.com/-2IA6yZ_nC50/YJRBdAxbDJI/AAAAAAAACsE/uxXHgX7c4wwNJ5n-V__mobzBQWogxNGhACLcBGAsYHQ/w680/aguard.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-2IA6yZ_nC50/YJRBdAxbDJI/AAAAAAAACsE/uxXHgX7c4wwNJ5n-V__mobzBQWogxNGhACLcBGAsYHQ/w680/aguard.png	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:36	179408/179408	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/05/introducao-uac-united-anti-cheat-e-um.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/05/introducao-uac-united-anti-cheat-e-um.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:36	24304/24304	---M--	200	added ('OK')	image/png	etag:%22vabf%22	https://1.bp.blogspot.com/-SQcQ2I0mcL8/YJQ_VY52x-I/AAAAAAAACr4/uLywW51IRiYhHD1yKvbQt5GDtzthT4o8gCLcBGAsYHQ/w680/unnamed.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-SQcQ2I0mcL8/YJQ_VY52x-I/AAAAAAAACr4/uLywW51IRiYhHD1yKvbQt5GDtzthT4o8gCLcBGAsYHQ/w680/unnamed.png	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:37	178018/178018	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/04/plugin-knife-reset-frag.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/04/plugin-knife-reset-frag.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:38	92195/92195	---M--	200	added ('OK')	image/jpeg	etag:%22va41%22	https://1.bp.blogspot.com/-GGotOFIBqtg/YHzsghaMMEI/AAAAAAAACkA/qWTVG1SroUwxCO1XG5r6_lzLsNS21nAmACLcBGAsYHQ/w680/fragresetfaca.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-GGotOFIBqtg/YHzsghaMMEI/AAAAAAAACkA/qWTVG1SroUwxCO1XG5r6_lzLsNS21nAmACLcBGAsYHQ/w680/fragresetfaca.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:38	14879/14879	---M--	200	added ('OK')	image/jpeg	etag:%22v9b6%22	https://1.bp.blogspot.com/-AtOMgr0kFwc/YFQZGWReMdI/AAAAAAAACbU/f4CZUvO-q54u-R7pUQZ8F83DdwcDLBOzgCLcBGAsYHQ/w680/rankfaca04.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-AtOMgr0kFwc/YFQZGWReMdI/AAAAAAAACbU/f4CZUvO-q54u-R7pUQZ8F83DdwcDLBOzgCLcBGAsYHQ/w680/rankfaca04.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:39	178176/178176	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/02/plugin-fire-in-role.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/02/plugin-fire-in-role.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:39	15217/15217	---M--	200	added ('OK')	image/jpeg	etag:%22v982%22	https://1.bp.blogspot.com/-0-412lAW_Kk/YDKY_RzXtFI/AAAAAAAACX0/EvdZ0s_CrRowkReB1WeQ7ejaX_R1mZpjgCLcBGAsYHQ/w680/CSPIRAFLASH.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-0-412lAW_Kk/YDKY_RzXtFI/AAAAAAAACX0/EvdZ0s_CrRowkReB1WeQ7ejaX_R1mZpjgCLcBGAsYHQ/w680/CSPIRAFLASH.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:40	178305/178305	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/02/plugin-menu-4fun-armas-v11.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/02/plugin-menu-4fun-armas-v11.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:40	74024/74024	---M--	200	added ('OK')	image/jpeg	etag:%22v978%22	https://1.bp.blogspot.com/-Am3zt-aADwQ/YDKUE0TeYjI/AAAAAAAACXc/HeezayE-FJsFOIzkJ8oUPBzC3vZR0n7xQCLcBGAsYHQ/w680/Menu4FunArmas.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-Am3zt-aADwQ/YDKUE0TeYjI/AAAAAAAACXc/HeezayE-FJsFOIzkJ8oUPBzC3vZR0n7xQCLcBGAsYHQ/w680/Menu4FunArmas.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:41	188067/188067	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/2021/02/plugin-sniper-fast.html	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2021/02/plugin-sniper-fast.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:42	64932/64932	---M--	200	added ('OK')	image/jpeg	etag:%22v960%22	https://1.bp.blogspot.com/-be9MvF0IYMs/YCK50etomiI/AAAAAAAACV8/RM0tdGoHNTQneayFRlFk-ya0Mlt8t107QCLcBGAsYHQ/w680/cs-fast-sniper.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-be9MvF0IYMs/YCK50etomiI/AAAAAAAACV8/RM0tdGoHNTQneayFRlFk-ya0Mlt8t107QCLcBGAsYHQ/w680/cs-fast-sniper.jpg	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:43	185047/185047	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2005:12:22%20GMT	https://www.cspira.com.br/search?updated-max=2021-02-09T13:27:00-03:00&max-results=16&start=16&by-date=false	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/search3502.html	(from https://www.cspira.com.br/search?updated-max=2021-10-15T15:18:00-03:00&max-results=16)
02:45:44	17699/17699	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262bb1417-4523%22	https://cdn.tynt.com/tc.js	C:/Users/alexa/Desktop/create/sit2/cdn.tynt.com/tc.js	(from http://waust.at/t.js)
02:45:44	1338/1338	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2029%20Jun%202022%2002:11:40%20GMT	https://www.cspira.com.br/feeds/2496365063382837359/comments/default	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/feeds/2496365063382837359/comments/default	(from https://www.cspira.com.br/2020/12/rehlds-counter-strike16.html)
02:45:45	45220/45220	---M--	200	added ('OK')	image/jpeg	etag:%22v832%22	https://1.bp.blogspot.com/-GkPHMzyfwnY/X-Da8MCmgmI/AAAAAAAACDE/pN46STqmjA47vy1Ny86-1Fu1vXHHm7ssQCLcBGAsYHQ/w680/logo.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-GkPHMzyfwnY/X-Da8MCmgmI/AAAAAAAACDE/pN46STqmjA47vy1Ny86-1Fu1vXHHm7ssQCLcBGAsYHQ/w680/logo.jpg	(from https://www.cspira.com.br/2020/12/rehlds-counter-strike16.html)
02:45:46	167421/167421	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2009%20Jul%202022%2005:45:46%20GMT	https://www.cspira.com.br/2020/12/cspira	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/2020/12/cspira.e0.delayed	(from https://www.cspira.com.br/2020/12/rehlds-counter-strike16.html)
02:45:46	20469/20469	---M--	200	added ('OK')	image/jpeg	etag:%22v832%22	https://1.bp.blogspot.com/-GkPHMzyfwnY/X-Da8MCmgmI/AAAAAAAACDE/pN46STqmjA47vy1Ny86-1Fu1vXHHm7ssQCLcBGAsYHQ/s320/logo.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-GkPHMzyfwnY/X-Da8MCmgmI/AAAAAAAACDE/pN46STqmjA47vy1Ny86-1Fu1vXHHm7ssQCLcBGAsYHQ/s320/logo.jpg	(from https://www.cspira.com.br/2020/12/rehlds-counter-strike16.html)
02:45:47	1338/1338	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2029%20Jun%202022%2002:11:40%20GMT	https://www.cspira.com.br/feeds/3092935059512482469/comments/default	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/feeds/3092935059512482469/comments/default	(from https://www.cspira.com.br/2020/12/regamedllcs-cspira.html)
02:45:47	8391/8391	---M--	200	added ('OK')	image/png	etag:%22v861%22	https://1.bp.blogspot.com/-aizm8NTsRZg/X-VTdJDMrDI/AAAAAAAACGA/gUEBJyzqO9gso-67MTgb_NkCMYg5at-5ACLcBGAsYHQ/w680/b3623150-a2d3-11e6-85f3-0d6571045fc9.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-aizm8NTsRZg/X-VTdJDMrDI/AAAAAAAACGA/gUEBJyzqO9gso-67MTgb_NkCMYg5at-5ACLcBGAsYHQ/w680/b3623150-a2d3-11e6-85f3-0d6571045fc9.png	(from https://www.cspira.com.br/2020/12/regamedllcs-cspira.html)
02:45:48	8095/8095	---M--	200	added ('OK')	image/png	etag:%22v861%22	https://1.bp.blogspot.com/-aizm8NTsRZg/X-VTdJDMrDI/AAAAAAAACGA/gUEBJyzqO9gso-67MTgb_NkCMYg5at-5ACLcBGAsYHQ/s128/b3623150-a2d3-11e6-85f3-0d6571045fc9.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-aizm8NTsRZg/X-VTdJDMrDI/AAAAAAAACGA/gUEBJyzqO9gso-67MTgb_NkCMYg5at-5ACLcBGAsYHQ/s128/b3623150-a2d3-11e6-85f3-0d6571045fc9.png	(from https://www.cspira.com.br/2020/12/regamedllcs-cspira.html)
02:45:48	8391/8391	---M--	200	added ('OK')	image/png	etag:%22v861%22	https://1.bp.blogspot.com/-aizm8NTsRZg/X-VTdJDMrDI/AAAAAAAACGA/gUEBJyzqO9gso-67MTgb_NkCMYg5at-5ACLcBGAsYHQ/s0/b3623150-a2d3-11e6-85f3-0d6571045fc9.png	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-aizm8NTsRZg/X-VTdJDMrDI/AAAAAAAACGA/gUEBJyzqO9gso-67MTgb_NkCMYg5at-5ACLcBGAsYHQ/s0/b3623150-a2d3-11e6-85f3-0d6571045fc9.png	(from https://www.cspira.com.br/2020/12/regamedllcs-cspira.html)
02:45:49	1335/1335	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2029%20Jun%202022%2002:11:40%20GMT	https://www.cspira.com.br/feeds/3569190232761959/comments/default	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/feeds/3569190232761959/comments/default	(from https://www.cspira.com.br/2020/12/metamod-r-cspira.html)
02:45:49	30651/30651	---M--	200	added ('OK')	image/jpeg	etag:%22v866%22	https://1.bp.blogspot.com/-oklWucStsPE/X-VVrHLhVMI/AAAAAAAACGM/LacH8JGkkSMuDBfJTTPd8WpjzMNspqBGgCLcBGAsYHQ/w680/1556285151_metamod_r.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-oklWucStsPE/X-VVrHLhVMI/AAAAAAAACGM/LacH8JGkkSMuDBfJTTPd8WpjzMNspqBGgCLcBGAsYHQ/w680/1556285151_metamod_r.jpg	(from https://www.cspira.com.br/2020/12/metamod-r-cspira.html)
02:45:50	25458/25458	---M--	200	added ('OK')	image/jpeg	etag:%22v866%22	https://1.bp.blogspot.com/-oklWucStsPE/X-VVrHLhVMI/AAAAAAAACGM/LacH8JGkkSMuDBfJTTPd8WpjzMNspqBGgCLcBGAsYHQ/s839/1556285151_metamod_r.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-oklWucStsPE/X-VVrHLhVMI/AAAAAAAACGM/LacH8JGkkSMuDBfJTTPd8WpjzMNspqBGgCLcBGAsYHQ/s839/1556285151_metamod_r.jpg	(from https://www.cspira.com.br/2020/12/metamod-r-cspira.html)
02:45:50	14604/14604	---M--	200	added ('OK')	image/jpeg	etag:%22v866%22	https://1.bp.blogspot.com/-oklWucStsPE/X-VVrHLhVMI/AAAAAAAACGM/LacH8JGkkSMuDBfJTTPd8WpjzMNspqBGgCLcBGAsYHQ/s320/1556285151_metamod_r.jpg	C:/Users/alexa/Desktop/create/sit2/1.bp.blogspot.com/-oklWucStsPE/X-VVrHLhVMI/AAAAAAAACGM/LacH8JGkkSMuDBfJTTPd8WpjzMNspqBGgCLcBGAsYHQ/s320/1556285151_metamod_r.jpg	(from https://www.cspira.com.br/2020/12/metamod-r-cspira.html)
02:45:51	1338/1338	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2029%20Jun%202022%2002:11:40%20GMT	https://www.cspira.com.br/feeds/2531633256797597259/comments/default	C:/Users/alexa/Desktop/create/sit2/www.cspira.com.br/feeds/2531633256797597259/comments/default	(from https://www.cspira.com.br/2020/12/hlds-steam-cmd.html)
